n,m,sparsiness,number,p,time,name
500,2500,99,2,0.7,0.6390767097473145,sparse
300,4500,95,4,0.7,0.44834089279174805,sparse
300,7200,97,4,0.7,0.5233228206634521,sparseextra
500,7500,97,2,0.7,1.59926176071167,sparse
1000,65000,95,3,0.7,21.368966102600098,sparseextra
100,2000,95,2,0.7,0.03997230529785156,sparseextra
200,4200,97,1,0.7,0.1551063060760498,sparseextra
50,875,95,1,0.7,0.009180307388305664,sparseextra
200,4200,97,4,0.7,0.17474865913391113,sparseextra
200,5000,95,4,0.7,0.20862245559692383,sparseextra
100,5000,50,1,0.7,0.06193995475769043,density
50,875,95,4,0.7,0.00885009765625,sparseextra
50,125,95,1,0.7,0.005158901214599609,sparse
300,22500,75,4,0.7,1.2828526496887207,density
1000,25000,99,0,0.7,6.542821645736694,sparseextra
200,400,99,1,0.7,0.06649255752563477,sparse
200,400,99,0,0.7,0.04524946212768555,sparse
50,775,99,4,0.7,0.007880926132202148,sparseextra
500,15000,97,2,0.7,2.1011030673980713,sparseextra
100,100,99,4,0.7,0.010295629501342773,sparse
100,2000,95,4,0.7,0.03683948516845703,sparseextra
500,20000,95,0,0.7,1.9733483791351318,sparseextra
300,900,99,0,0.7,0.1331346035003662,sparse
500,20000,95,1,0.7,1.957618236541748,sparseextra
1000,25000,99,2,0.7,6.413964509963989,sparseextra
50,25,99,2,0.7,0.004345893859863281,sparse
300,22500,75,1,0.7,1.282740592956543,density
200,2000,95,3,0.7,0.1333470344543457,sparse
200,3400,99,1,0.7,0.10040736198425293,sparseextra
100,1600,99,4,0.7,0.025437355041503906,sparseextra
500,10000,99,4,0.7,1.1613290309906006,sparseextra
1000,45000,97,1,0.7,11.300387144088745,sparseextra
50,25,99,3,0.7,0.004673957824707031,sparse
200,2000,95,2,0.7,0.12999534606933594,sparse
50,775,99,1,0.7,0.00782632827758789,sparseextra
100,1600,99,1,0.7,0.02615189552307129,sparseextra
1000,10000,99,0,0.7,5.323962926864624,sparse
300,4500,95,1,0.7,0.47125816345214844,sparse
100,300,97,0,0.7,0.022958040237426758,sparse
300,900,99,4,0.7,0.13492488861083984,sparse
500,12500,95,1,0.7,1.7877695560455322,sparse
100,1800,97,3,0.7,0.034510135650634766,sparseextra
300,2700,97,2,0.7,0.32529115676879883,sparse
1000,30000,97,4,0.7,10.448851585388184,sparse
300,45000,50,1,0.7,1.275036096572876,density
100,300,97,4,0.7,0.014904975891113281,sparse
100,500,95,2,0.7,0.019827604293823242,sparse
500,12500,95,4,0.7,1.7598176002502441,sparse
300,45000,50,4,0.7,1.2884862422943115,density
100,500,95,3,0.7,0.028160810470581055,sparse
300,2700,97,1,0.7,0.30798840522766113,sparse
1000,50000,95,2,0.7,21.427351713180542,sparse
1000,45000,97,3,0.7,11.182547092437744,sparseextra
200,3400,99,4,0.7,0.11537432670593262,sparseextra
500,7500,97,0,0.7,1.5963990688323975,sparse
1000,65000,95,2,0.7,21.347286701202393,sparseextra
300,9000,95,4,0.7,0.7050819396972656,sparseextra
200,1200,97,4,0.7,0.10295629501342773,sparse
300,7200,97,3,0.7,0.5385086536407471,sparseextra
300,4500,95,2,0.7,0.4530186653137207,sparse
300,45000,50,3,0.7,1.2908034324645996,density
500,15000,97,3,0.7,2.2257440090179443,sparseextra
100,5000,50,0,0.7,0.060660600662231445,density
50,775,99,3,0.7,0.007615566253662109,sparseextra
1000,50000,95,4,0.7,21.140124559402466,sparse
100,500,95,0,0.7,0.028816938400268555,sparse
100,2000,95,3,0.7,0.06171107292175293,sparseextra
100,1800,97,1,0.7,0.03761625289916992,sparseextra
200,1200,97,0,0.7,0.0877065658569336,sparse
1000,30000,97,3,0.7,10.579025745391846,sparse
300,9000,95,1,0.7,0.7164430618286133,sparseextra
500,2500,99,0,0.7,0.638787031173706,sparse
1000,45000,97,4,0.9,11.696869611740112,sparseextra
100,1600,99,2,0.9,0.03671741485595703,sparseextra
200,2000,95,1,0.9,0.14615702629089355,sparse
50,875,95,0,0.9,0.013577699661254883,sparseextra
1000,10000,99,3,0.9,7.216398239135742,sparse
200,5000,95,3,0.9,0.2268509864807129,sparseextra
1000,50000,95,0,0.9,21.10449242591858,sparse
50,125,95,2,0.9,0.005103349685668945,sparse
50,875,95,3,0.9,0.008806705474853516,sparseextra
200,5000,95,2,0.9,0.22705793380737305,sparseextra
300,4500,95,3,0.9,0.5220532417297363,sparse
300,22500,75,0,0.9,1.3199305534362793,density
50,825,97,3,0.9,0.008378744125366211,sparseextra
300,7200,97,1,0.9,0.5748291015625,sparseextra
1000,10000,99,4,0.9,7.1274871826171875,sparse
100,100,99,2,0.9,0.010510683059692383,sparse
300,22500,75,2,0.9,1.3231711387634277,density
300,5400,99,3,0.9,0.3277018070220947,sparseextra
300,2700,97,3,0.9,0.375307559967041,sparse
300,5400,99,2,0.9,0.33149003982543945,sparseextra
50,125,95,0,0.9,0.008753538131713867,sparse
200,5000,95,0,0.9,0.2252941131591797,sparseextra
50,25,99,1,0.9,0.004675149917602539,sparse
100,2000,95,1,0.9,0.04060864448547363,sparseextra
100,5000,50,3,0.9,0.06228160858154297,density
500,15000,97,1,0.9,2.7807321548461914,sparseextra
50,825,97,2,0.9,0.008208274841308594,sparseextra
500,15000,97,4,0.9,2.8699891567230225,sparseextra
500,20000,95,3,0.9,2.900852680206299,sparseextra
200,1200,97,3,0.9,0.11756634712219238,sparse
100,5000,50,4,0.9,0.060797691345214844,density
200,400,99,3,0.9,0.053266048431396484,sparse
200,2000,95,4,0.9,0.14560556411743164,sparse
300,4500,95,0,0.9,0.5220954418182373,sparse
1000,25000,99,3,0.9,10.151580810546875,sparseextra
100,1800,97,4,0.9,0.034375667572021484,sparseextra
500,20000,95,2,0.9,2.9785897731781006,sparseextra
500,15000,97,0,0.9,2.7158255577087402,sparseextra
200,400,99,4,0.9,0.04355669021606445,sparse
300,2700,97,4,0.9,0.3589904308319092,sparse
500,2500,99,3,0.9,0.7688779830932617,sparse
1000,50000,95,1,0.9,21.365275382995605,sparse
300,900,99,1,0.9,0.1505107879638672,sparse
50,75,97,1,0.9,0.004496574401855469,sparse
1000,25000,99,1,0.9,9.632086277008057,sparseextra
50,125,95,3,0.9,0.009406566619873047,sparse
50,75,97,4,0.9,0.0046765804290771484,sparse
1000,45000,97,2,0.9,11.677130699157715,sparseextra
50,75,97,3,0.9,0.00470280647277832,sparse
500,20000,95,4,0.9,2.9809019565582275,sparseextra
500,7500,97,3,0.9,1.9692649841308594,sparse
100,500,95,1,0.9,0.020918846130371094,sparse
100,1800,97,0,0.9,0.034600257873535156,sparseextra
300,2700,97,0,0.9,0.38369274139404297,sparse
100,100,99,1,0.9,0.012470006942749023,sparse
500,10000,99,3,0.9,1.4077870845794678,sparseextra
500,10000,99,1,0.9,1.5117366313934326,sparseextra
100,2500,75,4,0.9,0.06269121170043945,density
1000,65000,95,0,0.9,21.08543848991394,sparseextra
300,900,99,2,0.9,0.14496135711669922,sparse
100,300,97,3,0.9,0.02669978141784668,sparse
50,825,97,1,0.9,0.008557558059692383,sparseextra
100,1800,97,2,0.9,0.04202103614807129,sparseextra
200,400,99,2,0.9,0.05366349220275879,sparse
1000,65000,95,4,0.9,21.391512870788574,sparseextra
200,4200,97,3,0.9,0.19999980926513672,sparseextra
500,7500,97,1,0.9,2.0111587047576904,sparse
300,9000,95,2,0.9,0.719038724899292,sparseextra
500,12500,95,3,0.9,2.156493663787842,sparse
1000,10000,99,2,0.9,7.333785057067871,sparse
100,300,97,2,0.9,0.02477860450744629,sparse
300,45000,50,0,0.9,1.3428456783294678,density
300,5400,99,0,0.9,0.34514427185058594,sparseextra
50,825,97,4,0.9,0.00902104377746582,sparseextra
100,100,99,3,0.9,0.0107421875,sparse
100,1600,99,3,0.9,0.025758028030395508,sparseextra
300,9000,95,0,0.9,0.7663519382476807,sparseextra
200,3400,99,3,0.9,0.1129903793334961,sparseextra
1000,30000,97,2,0.9,10.942376852035522,sparse
50,25,99,4,0.9,0.004323005676269531,sparse
50,25,99,0,0.9,0.0049402713775634766,sparse
1000,30000,97,0,0.9,10.913497924804688,sparse
100,5000,50,2,0.9,0.08319616317749023,density
200,3400,99,0,0.9,0.11340451240539551,sparseextra
1000,50000,95,3,0.9,21.109159231185913,sparse
1000,45000,97,0,0.9,11.593515157699585,sparseextra
300,5400,99,4,0.9,0.34230709075927734,sparseextra
500,12500,95,0,0.9,2.120332956314087,sparse
100,1600,99,0,0.9,0.025584697723388672,sparseextra
100,2500,75,2,0.9,0.046820878982543945,density
100,500,95,4,0.9,0.03056168556213379,sparse
500,12500,95,2,0.9,2.202662706375122,sparse
200,4200,97,2,0.9,0.176804780960083,sparseextra
300,45000,50,2,0.9,1.3123962879180908,density
200,1200,97,2,0.9,0.09978461265563965,sparse
50,825,97,0,0.9,0.008367776870727539,sparseextra
200,4200,97,0,0.9,0.19830799102783203,sparseextra
100,300,97,1,0.9,0.015350341796875,sparse
1000,65000,95,1,0.9,21.666409969329834,sparseextra
1000,10000,99,1,0.9,7.039366006851196,sparse
500,10000,99,2,0.9,1.4730768203735352,sparseextra
100,2500,75,0,0.9,0.04667019844055176,density
300,7200,97,2,0.9,0.5778961181640625,sparseextra
300,22500,75,3,0.9,1.317101001739502,density
500,7500,97,4,0.9,1.993560552597046,sparse
200,5000,95,1,0.9,0.22369122505187988,sparseextra
1000,30000,97,1,0.9,11.042385339736938,sparse
50,875,95,2,0.9,0.009187459945678711,sparseextra
1000,25000,99,4,0.9,10.128728866577148,sparseextra
50,775,99,2,0.9,0.014451265335083008,sparseextra
100,2500,75,3,0.9,0.04523587226867676,density
100,100,99,0,0.9,0.011098623275756836,sparse
500,2500,99,4,0.9,0.7587170600891113,sparse
200,2000,95,0,0.9,0.14605045318603516,sparse
300,9000,95,3,0.9,0.7564272880554199,sparseextra
50,125,95,4,0.9,0.00881814956665039,sparse
50,775,99,0,0.9,0.0074651241302490234,sparseextra
300,7200,97,0,0.9,0.5934181213378906,sparseextra
200,1200,97,1,0.9,0.09566569328308105,sparse
100,2500,75,1,0.9,0.04498410224914551,density
500,2500,99,1,0.9,0.751110315322876,sparse
300,900,99,3,0.9,0.1482982635498047,sparse
100,2000,95,0,0.9,0.04102301597595215,sparseextra
200,3400,99,2,0.9,0.1365208625793457,sparseextra
50,75,97,0,0.9,0.008356332778930664,sparse
500,10000,99,0,0.9,1.4977850914001465,sparseextra
50,75,97,2,0.9,0.00830078125,sparse
300,5400,99,1,0.9,0.33269619941711426,sparseextra
500,2500,99,2,0.9,0.7891740798950195,sparse
300,4500,95,4,0.9,0.5095572471618652,sparse
300,7200,97,4,0.9,0.5771715641021729,sparseextra
500,7500,97,2,0.9,1.9181079864501953,sparse
1000,65000,95,3,0.9,21.274616241455078,sparseextra
100,2000,95,2,0.9,0.04619097709655762,sparseextra
200,4200,97,1,0.9,0.1985609531402588,sparseextra
50,875,95,1,0.9,0.013448476791381836,sparseextra
200,4200,97,4,0.9,0.1913924217224121,sparseextra
200,5000,95,4,0.9,0.21702313423156738,sparseextra
100,5000,50,1,0.9,0.06532955169677734,density
50,875,95,4,0.9,0.008994817733764648,sparseextra
50,125,95,1,0.9,0.004883289337158203,sparse
300,22500,75,4,0.9,1.3026254177093506,density
1000,25000,99,0,0.9,9.711659669876099,sparseextra
200,400,99,1,0.9,0.054622650146484375,sparse
200,400,99,0,0.9,0.04470181465148926,sparse
50,775,99,4,0.9,0.014811038970947266,sparseextra
500,15000,97,2,0.9,2.7223548889160156,sparseextra
100,100,99,4,0.9,0.010586261749267578,sparse
100,2000,95,4,0.9,0.03821229934692383,sparseextra
500,20000,95,0,0.9,2.9038479328155518,sparseextra
300,900,99,0,0.9,0.1694202423095703,sparse
500,20000,95,1,0.9,2.964921474456787,sparseextra
1000,25000,99,2,0.9,9.75446343421936,sparseextra
50,25,99,2,0.9,0.0046002864837646484,sparse
300,22500,75,1,0.9,1.312647819519043,density
200,2000,95,3,0.9,0.14655733108520508,sparse
200,3400,99,1,0.9,0.1055455207824707,sparseextra
100,1600,99,4,0.9,0.026137351989746094,sparseextra
500,10000,99,4,0.9,1.3736867904663086,sparseextra
1000,45000,97,1,0.9,11.637004852294922,sparseextra
50,25,99,3,0.9,0.006636619567871094,sparse
200,2000,95,2,0.9,0.1428990364074707,sparse
50,775,99,1,0.9,0.007817268371582031,sparseextra
100,1600,99,1,0.9,0.02652454376220703,sparseextra
1000,10000,99,0,0.9,7.068939447402954,sparse
300,4500,95,1,0.9,0.5345726013183594,sparse
100,300,97,0,0.9,0.024507999420166016,sparse
300,900,99,4,0.9,0.14961576461791992,sparse
500,12500,95,1,0.9,2.1874494552612305,sparse
100,1800,97,3,0.9,0.035628318786621094,sparseextra
300,2700,97,2,0.9,0.3677840232849121,sparse
1000,30000,97,4,0.9,10.875912427902222,sparse
300,45000,50,1,0.9,1.3244400024414062,density
100,300,97,4,0.9,0.02960348129272461,sparse
100,500,95,2,0.9,0.04358077049255371,sparse
500,12500,95,4,0.9,2.223196506500244,sparse
300,45000,50,4,0.9,1.3254270553588867,density
100,500,95,3,0.9,0.02093791961669922,sparse
300,2700,97,1,0.9,0.3758585453033447,sparse
1000,50000,95,2,0.9,21.299760580062866,sparse
1000,45000,97,3,0.9,11.563475370407104,sparseextra
200,3400,99,4,0.9,0.1251368522644043,sparseextra
500,7500,97,0,0.9,2.0114099979400635,sparse
1000,65000,95,2,0.9,21.472728729248047,sparseextra
300,9000,95,4,0.9,0.7558374404907227,sparseextra
200,1200,97,4,0.9,0.1267080307006836,sparse
300,7200,97,3,0.9,0.5920693874359131,sparseextra
300,4500,95,2,0.9,0.5096478462219238,sparse
300,45000,50,3,0.9,1.3051846027374268,density
500,15000,97,3,0.9,2.9011459350585938,sparseextra
100,5000,50,0,0.9,0.060416221618652344,density
50,775,99,3,0.9,0.015508174896240234,sparseextra
1000,50000,95,4,0.9,21.284400463104248,sparse
100,500,95,0,0.9,0.02159857749938965,sparse
100,2000,95,3,0.9,0.03902626037597656,sparseextra
100,1800,97,1,0.9,0.03914833068847656,sparseextra
200,1200,97,0,0.9,0.09653162956237793,sparse
1000,30000,97,3,0.9,11.054308891296387,sparse
300,9000,95,1,0.9,0.7724075317382812,sparseextra
500,2500,99,0,0.9,0.8012218475341797,sparse
